,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type
17163,Honda Fit 1.3A (OPC),"$90,888","$10,700 /yr",06-Nov-2020,"1,317 cc",16 km,Hatchback
17164,Chevrolet Cruze 1.6A,"$45,800","$11,060 /yr",25-Feb-2016,"1,598 cc","63,125 km",Sedan
17165,Honda Fit 1.3A G Skyroof (COE till 04/2025),"$29,800","$11,490 /yr",09-Apr-2010,"1,339 cc",-,Hatchback
17166,Honda Jazz 1.3A L (COE till 05/2024),"$18,800","$11,090 /yr",16-May-2009,"1,339 cc",-,Hatchback
17167,Honda Shuttle Hybrid 1.5A,"$69,778","$14,760 /yr",27-Mar-2017,"1,496 cc",-,Stationwagon
17168,Volkswagen Golf Cabriolet 1.4A TSI,"$47,888","$16,520 /yr",20-Jun-2014,"1,390 cc","99,000 km",Sports
17169,Mitsubishi Lancer 1.6M GLX (COE till 08/2030),"$75,588","$9,520 /yr",12-Aug-2010,"1,584 cc",-,Sedan
17170,Mazda 2 HB 1.5A R (COE till 03/2024),"$15,500","$10,140 /yr",16-Mar-2009,"1,498 cc",-,Hatchback
17171,Volkswagen Passat 1.8A TFSI,"$84,800","$15,720 /yr",28-Feb-2017,"1,798 cc","68,288 km",Luxury
17172,Nissan Sylphy 1.5A (COE till 03/2030),"$64,800","$8,590 /yr",19-Mar-2010,"1,498 cc","189,000 km",Sedan
17173,Audi Q2 1.5A TFSI S-tronic,"$160,800","$16,880 /yr",28-May-2021,"1,498 cc","13,200 km",SUV
17174,BMW 5 Series 530i M-Sport,"$193,800","$24,130 /yr",29-Nov-2018,"1,998 cc","51,267 km",Luxury
17175,Opel Astra Sports Tourer 1.0A,"$50,800","$11,940 /yr",20-Sep-2016,999 cc,"82,000 km",Stationwagon
17176,Volkswagen Scirocco 1.4A TSI (COE till 10/2026),"$50,800","$12,210 /yr",22-Nov-2011,"1,390 cc","180,000 km",Sports
17177,Porsche 718 Boxster S 2.5A PDK,"$303,188","$58,090 /yr",15-Sep-2016,"2,497 cc","40,268 km",Sports
17178,Porsche Cayenne Hybrid S 3.0A (COE till 10/2031),"$170,000","$18,560 /yr",02-May-2012,"2,995 cc","123,000 km",SUV
17179,Audi Q3 1.4A TFSI S-Tronic,"$169,800","$17,890 /yr",19-Apr-2021,"1,395 cc","16,503 km",SUV
17180,Ferrari California T 3.8A,"$520,800","$123,970 /yr",16-Jan-2015,"3,855 cc","39,000 km",Sports
17181,Mercedes-Benz E-Class E200,"$58,800","$32,740 /yr",11-Sep-2013,"1,991 cc","39,600 km",Luxury
17182,Mazda 3 1.5A Sunroof,"$65,800","$12,190 /yr",31-Aug-2017,"1,496 cc","75,000 km",Sedan
17183,Suzuki SX4 1.6A (COE till 02/2024),"$14,800","$10,410 /yr",06-Feb-2009,"1,586 cc",-,Sedan
17184,Ferrari F8 Spider,"$1,300,000","$124,470 /yr",01-Oct-2020,"3,902 cc","12,000 km",Sports
17185,Mercedes-Benz GLC-Class GLC300 Mild Hybrid AMG Line 4MATIC Premium Plus,"$245,000","$26,890 /yr",03-Apr-2020,"1,991 cc","26,000 km",SUV
17186,Kia Cerato Forte 1.6A EX (COE till 01/2025),"$31,800","$13,360 /yr",21-Jan-2010,"1,591 cc",-,Sedan
17187,BMW M Series M4 Coupe,"$222,800","$47,450 /yr",31-Mar-2016,"2,979 cc","94,000 km",Sports
17188,Toyota Dyna 150 3.0M,"$53,888","$13,750 /yr",05-Aug-2016,"2,982 cc","201,927 km",Truck
17189,Toyota ProAce Electric Icon,"$131,988","$13,430 /yr",01-Jul-2022,-,652 km,Van
17190,Honda Vezel 1.5A G,"$141,800","$14,140 /yr",11-May-2022,"1,496 cc",28 km,SUV
17191,Isuzu CYZ52R (New 5-yr COE),"$80,800","$16,150 /yr",08-Jun-2007,"15,681 cc",-,Truck
17192,Mercedes-Benz G-Class G63 AMG 4MATIC Magno Edition,"$869,988","$73,780 /yr",04-Jul-2022,"3,982 cc",652 km,SUV
17193,Toyota Corolla Altis 1.6A Standard,"$111,000","$12,140 /yr",04-Jan-2021,"1,598 cc","29,000 km",Sedan
17194,Porsche Cayenne Hybrid S 3.0A Sunroof (New 10-yr COE),"$181,888","$18,170 /yr",08-Aug-2012,"2,995 cc","186,000 km",SUV
17195,Jaguar XF 2.0A Luxury,"$80,888","$19,760 /yr",27-Feb-2015,"1,999 cc","144,000 km",Luxury
17196,Toyota Hiace 2.8A DX,"$86,800","$10,670 /yr",23-Oct-2020,"2,754 cc","32,984 km",Van
17197,Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,"$216,000","$19,980 /yr",01-Jul-2022,"1,332 cc",188 km,SUV
17198,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,"$112,800","$14,060 /yr",18-Dec-2019,"1,496 cc","22,800 km",MPV
17199,Honda Vezel 1.5A X Honda Sensing,"$93,800","$12,640 /yr",05-Jul-2019,"1,496 cc","45,000 km",SUV
17200,Volkswagen Golf GTI 3DR Sunroof (COE till 05/2025),"$39,999","$14,600 /yr",14-Sep-2010,"1,984 cc","200,000 km",Sports
17201,Mazda 3 1.5A,"$66,888","$12,430 /yr",29-Aug-2017,"1,496 cc","107,845 km",Sedan
17202,Toyota Dyna 150 3.0M (New 5-yr COE),"$48,800","$9,750 /yr",12-Jul-2012,"2,982 cc",-,Truck
17203,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$128,800","$17,700 /yr",30-Jan-2019,"1,595 cc","76,600 km",SUV
17204,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$147,800","$16,620 /yr",17-Sep-2020,"1,595 cc","27,201 km",SUV
17205,Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,"$219,988","$22,440 /yr",20-May-2021,"1,332 cc","19,000 km",SUV
17206,Mercedes-Benz CLA-Class CLA200 Urban,"$126,888","$19,360 /yr",27-Apr-2018,"1,595 cc","65,374 km",Luxury
17207,BMW X1 sDrive18i,"$125,888","$17,420 /yr",26-Sep-2018,"1,499 cc","126,000 km",SUV
17208,BMW M Series M340i Mild Hybrid xDrive,"$359,888","$33,230 /yr",08-Mar-2022,"2,998 cc","3,000 km",Luxury
17209,Hyundai Avante 1.6A GLS (OPC),"$80,000","$9,990 /yr",15-Jan-2020,"1,591 cc","23,000 km",Sedan
17210,Mercedes-Benz CLA-Class CLA250 AMG Line,"$79,800","$24,300 /yr",28-Apr-2015,"1,991 cc",-,Luxury
17211,Audi RS 5 Coupe 4.2A FSI Quattro (COE till 12/2030),"$149,000",N.A,08-Apr-2011,"4,163 cc","151,900 km",Sports
17212,Hyundai Ioniq Hybrid 1.6A DCT Sunroof,"$98,800","$15,430 /yr",13-Jun-2018,"1,580 cc","48,000 km",Hatchback
17213,Porsche Boxster S 3.4A Tip (COE till 08/2028),"$131,888","$22,290 /yr",04-Aug-2008,"3,387 cc","105,000 km",Sports
17214,Lexus IS250 (COE till 03/2030),"$95,000","$12,670 /yr",04-Mar-2010,"2,500 cc","110,000 km",Luxury
17215,MINI Cooper 1.5A,"$157,800","$16,750 /yr",19-Feb-2021,"1,499 cc","20,500 km",Hatchback
17216,Volkswagen Tiguan 1.4A TSI Highline,"$116,888","$17,980 /yr",24-Jan-2018,"1,395 cc","76,800 km",SUV
17217,Land Rover Defender 90 Hardtop,"$165,800","$33,340 /yr",25-Aug-2017,"2,198 cc","100,000 km",Truck
17218,Mercedes-Benz S-Class S400L,"$159,888","$42,820 /yr",12-Sep-2014,"2,996 cc","113,300 km",Luxury
17219,Mercedes-Benz CLA-Class CLA180 Urban,"$122,800","$17,930 /yr",15-Aug-2018,"1,595 cc","80,253 km",Luxury
17220,Lexus ES250 Executive Sunroof,"$165,800","$19,680 /yr",15-Nov-2019,"2,487 cc","41,786 km",Luxury
17221,Nissan Urvan 3.0M (COE till 08/2025),"$25,800","$8,750 /yr",16-Aug-2010,"2,953 cc",-,Van
17222,Nissan NV200 1.5M,"$44,800","$9,810 /yr",30-Mar-2017,"1,461 cc","106,000 km",Van
17223,Honda HR-V 1.5A DX,"$74,800","$13,420 /yr",15-Sep-2017,"1,496 cc","94,000 km",SUV
17224,Mazda 5 2.0A Sunroof,"$78,800","$13,360 /yr",08-Dec-2017,"1,998 cc","110,138 km",MPV
17225,Subaru XV 2.0i-S EyeSight,"$92,800","$14,560 /yr",19-Jun-2018,"1,995 cc","60,518 km",SUV
17226,Porsche 911 Turbo S Cabriolet 3.8A PDK,"$1,098,988","$92,610 /yr",29-Apr-2022,"3,745 cc",88 km,Sports
17227,Volvo V60 Cross Country Mild Hybrid B5 2.0A,"$219,000","$20,810 /yr",11-Mar-2022,"1,969 cc","5,298 km",Stationwagon
17228,Porsche 911S (COE till 01/2029),"$298,000","$46,760 /yr",29-Aug-1980,"2,994 cc",-,Sports
17229,BMW 5 Series 520i Mild Hybrid M-Sport,"$291,988","$26,970 /yr",29-Apr-2022,"1,998 cc",652 km,Luxury
17230,Honda Accord Euro R 2.0M (COE till 09/2028),"$93,800","$15,530 /yr",17-Sep-2008,"1,998 cc",-,Sports
17231,Toyota Vellfire 2.4A Z (COE till 01/2029),"$92,800","$14,660 /yr",02-Jan-2009,"2,362 cc",-,MPV
17232,Jaguar XJ8 3.2A LWB (COE till 02/2029),"$117,800","$18,150 /yr",26-Apr-2000,"3,248 cc","168,000 km",Luxury
17233,Porsche Taycan Electric,"$523,988","$48,900 /yr",18-Feb-2022,-,652 km,Sports
17234,Nissan NV350 2.5M,"$37,800","$10,530 /yr",07-Apr-2016,"2,488 cc","146,406 km",Van
17235,Ferrari Portofino 3.9A,"$930,000","$101,210 /yr",13-Sep-2019,"3,855 cc","4,033 km",Sports
17236,Audi A7 Sportback 2.8A FSI Quattro S-tronic (New 10-yr COE),"$153,800","$15,370 /yr",30-Mar-2012,"2,773 cc","117,000 km",Luxury
17237,Audi S3 Sedan 2.0A TFSI Quattro,"$155,800","$24,060 /yr",26-Dec-2017,"1,984 cc",-,Sports
17238,Mazda RX-8 1.3A (COE till 12/2028),"$67,800","$10,810 /yr",12-Dec-2008,"1,308 cc","102,000 km",Sports
17239,BMW 4 Series 420i Gran Coupe M-Sport Sunroof,"$84,888","$26,150 /yr",26-Dec-2014,"1,997 cc","90,000 km",Luxury
17240,Mercedes-Benz CLS-Class CLS53 Mild Hybrid AMG 4MATIC+ Plus,"$418,800","$44,440 /yr",20-Mar-2020,"2,999 cc","5,908 km",Luxury
17241,Volkswagen Beetle 1200 (COE till 12/2030),"$48,800","$5,860 /yr",09-Jan-1973,"1,192 cc",-,Others
17242,Ferrari California 4.3A (COE till 02/2029),"$328,888","$50,670 /yr",25-Jan-2010,"4,297 cc","72,800 km",Sports
17243,Toyota Hiace 2.0A,"$72,800","$7,900 /yr",22-Nov-2021,"1,998 cc",8 km,Van
17244,BMW X4 xDrive20i Sunroof,"$144,800","$24,770 /yr",28-Jun-2017,"1,997 cc","86,000 km",SUV
17245,Ford Ranger Raptor Double-Cab 2.0A EcoBlue,"$189,988","$21,790 /yr",24-May-2021,"1,996 cc",68 km,Truck
17246,Subaru Impreza WRX 5D 2.5M STI (COE till 05/2023),"$18,800","$26,390 /yr",23-May-2008,"2,457 cc",-,Sports
17247,Porsche 911 Speedster 4.0M,"$1,300,000","$129,890 /yr",11-Nov-2020,"3,996 cc",120 km,Sports
17248,Kia Cerato K3 1.6A,"$62,000","$11,910 /yr",18-May-2017,"1,591 cc","93,000 km",Sedan
17249,Mercedes-Benz C-Class C200 AMG Line Sunroof,"$83,800","$25,320 /yr",18-Feb-2015,"1,991 cc","68,000 km",Luxury
17250,Volkswagen Golf 1.4A TSI (COE till 06/2030),"$75,800","$9,710 /yr",23-Jun-2010,"1,390 cc",-,Hatchback
17251,Mercedes-Benz G-Class G63 AMG 4MATIC Premium Plus,"$728,800","$69,290 /yr",27-May-2021,"3,982 cc","9,000 km",SUV
17252,Toyota Camry 2.0A (COE till 01/2029),"$63,000","$9,920 /yr",10-Jan-2009,"1,998 cc","91,000 km",Luxury
17253,BMW 5 Series 535i Sunroof (COE till 06/2030),"$128,800","$16,460 /yr",01-Jul-2010,"2,979 cc",-,Luxury
17254,Isuzu FSR34S,"$72,800","$17,440 /yr",07-Nov-2016,"7,790 cc",-,Truck
17255,Alfa Romeo MiTo 1.4M (COE till 08/2029),"$69,800","$9,980 /yr",11-Sep-2009,"1,368 cc",-,Hatchback
17256,Porsche 911 Coupe Tip (COE till 03/2024),"$375,000","$247,510 /yr",11-Mar-1994,"3,600 cc","156,000 km",Sports
17257,Lotus Elise Cup 250,"$268,800","$30,810 /yr",09-Dec-2019,"1,798 cc","18,000 km",Sports
17258,Bentley Continental GT 4.0A V8 S,"$400,000","$77,790 /yr",25-Nov-2015,"3,993 cc","35,000 km",Sports
17259,Honda Civic 1.6A VTi-S,"$25,800","$19,450 /yr",19-Jun-2013,"1,598 cc","178,600 km",Sedan
17260,Subaru Levorg 1.6A GT-S,"$74,888","$18,080 /yr",04-Feb-2016,"1,600 cc","87,000 km",Stationwagon
17261,Porsche Cayenne 3.2A Tip (COE till 10/2025),"$59,800","$18,980 /yr",29-Oct-2005,"3,189 cc",-,SUV
17262,Volkswagen Golf GTI 3DR Sunroof (COE till 08/2030),"$98,000","$12,260 /yr",08-Sep-2010,"1,984 cc",-,Sports
17263,Lexus RX450h Hybrid (COE till 09/2029),"$86,888","$12,280 /yr",20-Jan-2010,"3,456 cc","208,303 km",SUV
17264,BMW 5 Series 523i (COE till 01/2031),"$95,800","$11,390 /yr",31-Mar-2011,"2,497 cc","127,163 km",Luxury
17265,Mercedes-Benz A-Class A180 Style,"$86,000","$16,880 /yr",16-Mar-2017,"1,595 cc","105,000 km",Hatchback
17266,Hyundai Elantra 1.6A Elite,"$46,800","$13,740 /yr",20-Jul-2015,"1,591 cc","90,000 km",Sedan
17267,Mercedes-Benz E-Class E250 CGI Coupe (COE till 03/2030),"$92,800","$12,310 /yr",18-Mar-2010,"1,796 cc","146,000 km",Sports
17268,Honda Jade 1.5A RS,"$82,800","$16,030 /yr",24-Nov-2016,"1,496 cc","105,000 km",MPV
17269,Toyota Vellfire 3.5A V Welcab (New 10-yr COE),"$169,800","$16,970 /yr",01-Nov-2012,"3,456 cc","60,139 km",MPV
17270,Mercedes-Benz CLS-Class CLS450 Mild Hybrid AMG Line 4MATIC,"$320,000","$33,410 /yr",13-Mar-2020,"2,999 cc","41,500 km",Luxury
17271,Nissan NV200 1.5M,"$43,900","$9,610 /yr",30-Mar-2017,"1,461 cc","103,908 km",Van
17272,Mercedes-Benz C-Class C200 Avantgarde,"$63,800","$22,490 /yr",24-Sep-2014,"1,991 cc","166,000 km",Luxury
17273,Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,"$158,000","$17,830 /yr",11-Nov-2020,"1,198 cc","13,000 km",MPV
17274,Toyota Vios 1.5A J (COE till 09/2025),"$31,800","$10,560 /yr",08-Sep-2010,"1,497 cc",-,Sedan
17275,Mercedes-Benz SL-Class SL280 (COE till 03/2027),"$89,999","$19,900 /yr",14-Mar-1997,"2,799 cc","51,658 km",Sports
17276,Mercedes-Benz GLC-Class GLC250d AMG Line 4MATIC Sunroof,"$135,800","$22,190 /yr",17-Jul-2017,"2,143 cc","83,000 km",SUV
17277,Toyota Hiace 3.0M,"$58,800","$11,800 /yr",29-Aug-2017,"2,982 cc",-,Van
17278,Honda Civic 1.8A VTi-S (COE till 10/2029),"$79,800","$11,160 /yr",28-Oct-2009,"1,799 cc","130,000 km",Sedan
17279,Nissan Qashqai 1.2A DIG-T Premium,"$78,800","$13,650 /yr",28-Nov-2017,"1,197 cc","58,500 km",SUV
17280,Nissan Cabstar 2.0A,"$76,888","$8,360 /yr",15-Nov-2021,"1,998 cc",-,Truck
17281,Audi A4 2.0A TFSI Quattro S-tronic (COE till 02/2031),"$96,888","$11,410 /yr",21-Mar-2011,"1,984 cc","253,856 km",Luxury
17282,Toyota Harrier Turbo 2.0A G,"$109,800","$18,280 /yr",17-Aug-2017,"1,998 cc","73,223 km",SUV
17283,Volkswagen Jetta Sport 1.4A TSI (COE till 08/2024),"$23,500","$11,800 /yr",10-Sep-2009,"1,390 cc","138,000 km",Sedan
17284,Porsche 718 Spyder 4.0M Cabriolet,"$540,800",N.A,N.A.,"3,995 cc","5,188 km",Sports
17285,Honda Jazz 1.5A RS,"$61,800","$12,550 /yr",06-Feb-2017,"1,498 cc","120,000 km",Hatchback
17286,Kia Cerato 1.6A EX (OPC),"$87,888","$9,930 /yr",16-Oct-2020,"1,591 cc","17,000 km",Sedan
17287,Volvo V40 T4 Momentum,"$103,800","$13,980 /yr",29-Mar-2019,"1,969 cc","66,339 km",Hatchback
17288,Renault Grand Scenic Diesel 1.5A dCi Sunroof,"$92,888","$13,370 /yr",18-Dec-2018,"1,461 cc","171,363 km",MPV
17289,Toyota Dyna 150 2.8M,"$99,800","$10,160 /yr",28-Jun-2022,"2,755 cc",-,Truck
17290,Volkswagen Golf R 5DR Sunroof (COE till 02/2029),"$98,888","$15,240 /yr",08-Apr-2010,"1,984 cc",-,Sports
17291,Mazda CX-9 2.5A Turbo,"$125,888","$19,940 /yr",19-Jan-2018,"2,488 cc","84,972 km",SUV
17292,Honda Jazz 1.3A L (COE till 01/2024),"$16,800","$12,540 /yr",07-Jan-2009,"1,339 cc",-,Hatchback
17293,Smart EQ Fortwo Cabriolet,"$128,800",N.A,N.A.,-,50 km,Sports
17294,Mercedes-Benz A-Class A45 AMG 4MATIC,"$99,900","$52,180 /yr",02-Jan-2014,"1,991 cc","87,000 km",Sports
17295,Opel Insignia Grandsport 2.0A Turbo Innovation,"$168,000","$18,180 /yr",29-Jul-2020,"1,998 cc","48,000 km",Luxury
17296,Honda Accord 3.5A (COE till 07/2028),"$52,700","$8,920 /yr",12-Aug-2008,"3,471 cc","155,000 km",Luxury
17297,Volkswagen Golf 1.4A TSI Sunroof,"$80,000","$14,870 /yr",18-Jul-2017,"1,395 cc","42,000 km",Hatchback
17298,Tesla Model 3 Electric Performance AWD,"$265,000","$26,470 /yr",11-Aug-2021,-,"27,500 km",Luxury
17299,MINI Cooper Coupe 1.6A (COE till 10/2031),"$83,000","$9,060 /yr",30-Dec-2011,"1,598 cc","134,000 km",Sports
17300,Nissan GTR 3.8A (COE till 04/2028),"$272,888","$48,610 /yr",15-Apr-2008,"3,799 cc","18,000 km",Sports
17301,Kia Sorento Diesel 2.2A CRDi Sunroof,"$99,800","$16,200 /yr",08-Nov-2017,"2,199 cc",-,SUV
17302,Mitsubishi Evolution 10 GSR SST (COE till 10/2027),"$120,800","$23,050 /yr",05-Dec-2008,"1,998 cc","110,000 km",Sports
17303,BMW X5 xDrive40i M-Sport 7-Seater,"$338,000","$32,820 /yr",28-Jan-2021,"2,998 cc","11,000 km",SUV
17304,Toyota Harrier Hybrid 2.5A S,"$202,888",N.A,N.A.,"2,487 cc",29 km,SUV
17305,Mercedes-Benz A-Class Saloon A200 Progressive,"$148,800","$18,080 /yr",15-Nov-2019,"1,332 cc","45,188 km",Luxury
17306,Volkswagen Golf GTI 5DR (COE till 09/2030),"$97,800","$12,110 /yr",27-Oct-2010,"1,984 cc",-,Sports
17307,BMW 3 Series 335i Convertible (COE till 10/2029),"$92,888","$12,970 /yr",11-Feb-2010,"2,979 cc","179,542 km",Sports
17308,Land Rover Defender 90 Hardtop,"$120,000","$34,380 /yr",02-Mar-2016,"2,198 cc","85,000 km",Truck
17309,Mitsubishi Lancer EX 1.6A,"$67,800","$12,660 /yr",08-Aug-2017,"1,590 cc",-,Sedan
17310,Toyota Hiace 2.8A DX,"$109,800","$11,370 /yr",29-Apr-2022,"2,754 cc",-,Bus
17311,BMW M Series M5 Sunroof (COE till 04/2032),"$188,800","$19,540 /yr",04-May-2012,"4,395 cc",-,Sports
17312,Mitsubishi Outlander 2.0A,"$139,800","$14,860 /yr",03-May-2021,"1,998 cc","11,000 km",SUV
17313,Subaru XV 2.0i-S EyeSight,"$81,800","$13,500 /yr",20-Feb-2018,"1,995 cc","105,000 km",SUV
17314,Mitsubishi Lancer 1.6A (COE till 11/2028),"$61,800","$9,980 /yr",12-Nov-2008,"1,584 cc",-,Sedan
17315,Toyota Hiace 2.0A,"$80,800","$8,380 /yr",26-Apr-2022,"1,998 cc",-,Van
17316,Toyota Hiace 3.0M,"$87,800","$10,870 /yr",30-Sep-2020,"2,982 cc",-,Van
17317,Renault Clio 1.2A TCe,"$62,888","$11,940 /yr",25-Sep-2017,"1,197 cc","46,000 km",Hatchback
17318,Porsche Boxster S 3.4A PDK (COE till 03/2029),"$144,888","$22,040 /yr",06-Nov-2009,"3,436 cc",-,Sports
17319,BMW 1 Series 116i Sportline,"$140,800","$14,000 /yr",18-Jun-2021,"1,499 cc","8,500 km",Hatchback
17320,Maserati GranTurismo Sport 4.7A,"$156,000","$138,410 /yr",14-May-2013,"4,691 cc","25,800 km",Sports
17321,Nissan Qashqai 1.2A DIG-T,"$53,000","$12,760 /yr",13-Apr-2016,"1,197 cc",-,SUV
17322,Mercedes-Benz S-Class S500L Mild Hybrid AMG Line,"$368,800","$40,740 /yr",16-May-2019,"2,999 cc","58,000 km",Luxury
17323,Mitsubishi Fuso Super Great FV51J (COE till 03/2032),"$158,888","$16,590 /yr",16-Apr-2012,"12,882 cc",-,Truck
17324,Mercedes-Benz S-Class S450L,"$270,888","$34,220 /yr",16-Apr-2018,"2,996 cc","73,400 km",Luxury
17325,Volkswagen Jetta 1.4A TSI,"$32,000","$15,200 /yr",30-Jun-2014,"1,390 cc","83,493 km",Sedan
17326,Rolls-Royce Ghost Series II,"$1,333,333","$124,570 /yr",12-Feb-2021,"6,592 cc",999 km,Luxury
17327,BMW 3 Series Plug-in Hybrid 330e M-Sport,"$298,988",N.A,N.A.,"1,998 cc",25 km,Luxury
17328,Toyota Coaster,"$178,800","$18,900 /yr",18-Feb-2022,"4,009 cc",-,Bus
17329,Audi RS 3 Sportback 2.5A TFSI Quattro,"$268,000","$37,150 /yr",26-Oct-2018,"2,480 cc","30,500 km",Sports
17330,Honda Crossroad 1.8A (COE till 02/2029),"$80,800","$12,450 /yr",13-Mar-2009,"1,799 cc",-,SUV
17331,Renault Megane RS 2.0T 250 (COE till 12/2031),"$113,000","$12,110 /yr",23-Mar-2012,"1,998 cc","110,200 km",Sports
17332,Ferrari F8 Tributo,"$1,238,000","$118,970 /yr",30-Dec-2020,"3,902 cc","5,999 km",Sports
17333,Toyota Dyna 150 2.8M,"$88,800","$9,610 /yr",29-Nov-2021,"2,755 cc",-,Truck
17334,MINI John Cooper Works 2.0A GP,"$228,888","$23,790 /yr",18-Jan-2021,"1,998 cc","5,088 km",Sports
17335,Porsche 911S (COE till 12/2029),"$480,000","$63,690 /yr",10-Sep-1979,"2,650 cc",-,Sports
17336,Nissan Fairlady 370Z Roadster (COE till 10/2031),"$145,000","$15,830 /yr",13-Dec-2011,"3,696 cc","84,000 km",Sports
17337,Ford Ranger Raptor Double-Cab 2.0A EcoBlue,"$195,988",N.A,N.A.,"1,996 cc",50 km,Truck
17338,Volvo XC40 T4 R-Design,"$169,888","$18,160 /yr",26-Feb-2021,"1,969 cc","8,000 km",SUV
17339,Mercedes-Benz E-Class E200 Mild Hybrid AMG Line Estate,"$280,988","$27,200 /yr",13-Oct-2021,"1,991 cc",88 km,Stationwagon
17340,Honda HR-V 1.6A (COE till 03/2029),"$45,800","$6,970 /yr",22-Apr-1999,"1,590 cc",-,SUV
17341,Mercedes-Benz GLC-Class GLC43 Coupe AMG 4MATIC,"$232,800","$30,320 /yr",10-Aug-2018,"2,996 cc","50,000 km",SUV
17342,Mazda RX-8 1.3A (COE till 03/2029),"$81,700","$12,430 /yr",27-Apr-2009,"1,308 cc","140,000 km",Sports
17343,MINI Cooper S 1.6A,"$49,000","$28,080 /yr",20-Dec-2013,"1,598 cc","92,000 km",Sports
17344,BMW M Series M5,"$398,888","$51,070 /yr",28-Sep-2018,"4,395 cc","65,000 km",Sports
17345,Mercedes-Benz A-Class A45 S AMG 4MATIC+ Plus,"$378,988","$37,450 /yr",06-Aug-2021,"1,991 cc",652 km,Sports
17346,Honda Vezel 1.5A X Honda Sensing,"$50,888","$10,860 /yr",27-Oct-2016,"1,496 cc",-,SUV
17347,Mitsubishi Evolution 10 GSR (COE till 10/2027),"$138,000","$26,940 /yr",19-Oct-2007,"1,998 cc",-,Sports
17348,Hyundai Elantra 1.6A GLS (OPC),"$47,900","$12,510 /yr",29-Dec-2015,"1,591 cc","27,721 km",Sedan
17349,Honda Shuttle 1.5A G Honda Sensing,"$106,800","$11,870 /yr",24-May-2021,"1,496 cc",-,Stationwagon
17350,Toyota Harrier Hybrid 2.5A S,"$175,988","$18,620 /yr",29-Mar-2021,"2,487 cc",68 km,SUV
17351,Mercedes-Benz GLB-Class GLB200 AMG Line Premium Plus,"$237,988","$24,210 /yr",10-May-2021,"1,332 cc",68 km,SUV
17352,Mercedes-Benz S-Class S500L Mild Hybrid AMG Line 4MATIC Premium Plus Executive,"$585,000",N.A,N.A.,"2,999 cc",10 km,Luxury
17353,Iveco Trakker AT260 Tipper,"$39,300","$27,070 /yr",17-Feb-2014,"12,882 cc",-,Truck
17354,Maserati GranTurismo Sport 4.7A,"$383,888","$42,710 /yr",22-May-2019,"4,691 cc","46,000 km",Sports
17355,MINI Cooper S Countryman 1.6A (COE till 03/2031),"$99,800","$11,640 /yr",22-Sep-2011,"1,598 cc","131,000 km",Sports
17356,BMW Z4 sDrive35is (COE till 06/2031),"$128,888","$14,610 /yr",16-Dec-2011,"2,979 cc","117,000 km",Sports
17357,Mercedes-Benz GLE-Class GLE400 AMG Line 4MATIC,"$173,500","$31,090 /yr",01-Sep-2016,"2,996 cc","67,488 km",SUV
17358,Mercedes-Benz G-Class G63 AMG 4MATIC,"$690,000","$71,960 /yr",09-Jul-2020,"3,982 cc","20,000 km",SUV
17359,Mercedes-Benz CLA-Class CLA180,"$79,188","$18,550 /yr",11-Apr-2016,"1,595 cc","79,000 km",Luxury
17360,Nissan Sylphy 1.6A,"$97,777","$10,280 /yr",10-May-2021,"1,598 cc","20,000 km",Sedan
17361,Kia Cerato K3 1.6A Sunroof,"$69,988","$12,080 /yr",26-Oct-2017,"1,591 cc","65,000 km",Sedan
17362,Mercedes-Benz SL-Class SL350 (COE till 08/2030),"$128,800","$16,260 /yr",05-Aug-2010,"3,498 cc","103,000 km",Sports
17363,BMW 2 Series 216d Gran Tourer Luxury,"$89,800","$16,810 /yr",30-Mar-2017,"1,496 cc","111,300 km",MPV
17364,Lexus IS Hybrid IS300h Luxury,"$193,800","$20,160 /yr",07-Jan-2021,"2,494 cc","12,000 km",Luxury
17365,Toyota Prius Plus Hybrid 1.8A,"$110,800","$16,260 /yr",01-Oct-2018,"1,798 cc","58,500 km",MPV
17366,McLaren 720S,"$818,000","$107,960 /yr",18-Jan-2018,"3,994 cc","11,500 km",Sports
17367,Honda City 1.5A SV,"$51,800","$13,040 /yr",17-Feb-2016,"1,497 cc","107,800 km",Sedan
17368,Mazda MX-30 Electric Sport Luxury,"$181,988","$17,980 /yr",01-Jul-2022,-,50 km,SUV
17369,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,"$175,988","$17,120 /yr",30-Jun-2022,"1,496 cc",652 km,MPV
17370,Audi R8 GT 5.2A FSI Quattro R-tronic (COE till 03/2032),"$368,000","$38,450 /yr",29-Mar-2012,"5,204 cc",-,Sports
17371,McLaren 720S,"$808,000","$115,270 /yr",03-Feb-2018,"3,994 cc","20,500 km",Sports
17372,Suzuki Every (New 5-yr COE),"$33,800","$6,760 /yr",29-Aug-2007,658 cc,"127,994 km",Van
17373,MG MGC Roadster (COE till 12/2024),"$92,500","$37,890 /yr",24-Dec-2014,"2,912 cc",-,Sports
